"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","",""
"","602
001","","27","3.389","3.7","70.4","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","","9","3.278",".","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Medicine II","Course Total","","36","3.361","2.8","66.7","30.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
603","","28","3.554","14.3","82.1","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","603
002","","9","3.389","11.1","55.6","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics","Course Total","","37","3.514","13.5","75.7","10.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","611
001","","28","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","611
002","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Prev & Community Prac II","Course Total","","37","3.878","75.7","24.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
001","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","618
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar III","Course Total","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","621
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
002","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patient Eval-Prim Care II","Course Total","","36","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","641
001","","27","3.463","11.1","70.4","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","641
002","","9","3.222",".","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology II","Course Total","","36","3.403","8.3","63.9","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","648
001","","28","3.321","7.1","57.1","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","648
002","","9","3.167",".","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Emergency Medicine","Course Total","","37","3.284","5.4","54.1","32.4","8.1",".",".",".",".",".",".",".",".",".",".",".","."
"","651
001","","27","3.519","11.1","81.5","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","651
002","","9","3.444","11.1","66.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods II","Course Total","","36","3.500","11.1","77.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
001","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","660
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Skills Laboratory","Course Total","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","699
001","","9","3.583","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","10","4.000","20.0",".",".",".",".",".",".",".",".",".",".",".","80.0",".",".","."
"","699
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","20","3.667","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".","40.0",".",".","."
"","718
001","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","718
002","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Profess'l Smnr & Capstone II","Course Total","","34","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","729
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","729
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","Course Total","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","739
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","739
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Phy Asst Precptrshp: Int Med","749
001","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"","759
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","759
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","Course Total","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","Page 369 of 409",""
