"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","",""
"949","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","6","3.917","83.3","16.7",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"956","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","003","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","004","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","005","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","007","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","009","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","Course Total","15","3.967","93.3","6.7",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"960
Transplantation Clerk-CSC","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Surgery-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"963","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cardiac Surg Clerkship-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"964","004","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Thoracic Surgery Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"967","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","Course Total","7","3.500","14.3","71.4","14.3",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
