"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"","920
004","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
009","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","Dept. Total","","6","3.909","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","3.500",".","100.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","2","3.750","50.0","50.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","6","3.909","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
