"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"310
Drugs and Their Actions","001","","233","3.548","59.2","12.4","15.5","6.9","3.0","1.7","0.4","0.9",".",".",".",".",".",".",".","."
"421
Intro-Drug Actn&Delivery II","001","","136","3.000","5.9","32.4","33.8","17.6","7.4","2.9",".",".",".",".",".",".",".",".",".","."
"430
Biol Interactions w/ Materials","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"522","001","","126","3.496","45.2","22.2","21.4","6.3","4.0",".",".",".",".",".",".",".","0.8",".",".","."
"522","002","","20","3.677","55.0","30.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Pharmacology II","Course Total","","146","3.528","46.6","23.3","19.9","6.2","3.4",".",".",".",".",".",".",".","0.7",".",".","."
"531
Medicinal Chemistry I","001","","138","3.659","50.7","34.1","12.3","2.2","0.7",".",".",".",".",".",".",".",".",".",".","."
"532
Medicinal Chemistry II","001","","128","3.492","48.4","21.9","18.0","3.1","8.6",".",".",".",".",".",".",".",".",".",".","."
"541
Drug Delivery Systems Lab I","001","","136","3.537","52.2","14.7","26.5","2.9","2.9","0.7",".",".",".",".",".",".",".",".",".","."
"626
Toxicology II","001","","18","3.750","66.7","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"679
Pharmacol & Toxicology Seminar","001","","41","3.988","97.6","2.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","36","4.000","97.2",".",".",".",".",".",".",".",".",".",".",".",".",".","2.8","."
"786
Natrl Prod Synth&Drug Discovry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"891
Chem-Biology Interface II","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"932","002","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"932","003","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pharmaceutical Sci Seminar","Course Total","","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","Page 394 of 409",""
