"NUR","","","","","","","","","","","","","","","","","","","",""
"COLLABORATIVE NURSING PRG Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Narrative Anal-Nursing Prac","306
001","","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Assessment","317
003","","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theoretical Foundations","341
003","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nursing Research","434
003","","16","3.531","31.3","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Mgmt & Leadershp in Nursing","437
003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","444
003","","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
020","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
022","","9","3.278","11.1","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","490
026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","","16","3.468","25.0","50.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RN's","519
001","","7","3.733","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"CNP
691","Dept. Total","","98","3.711","56.1","27.6","14.3","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Junior","","","17","3.819","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
