"Behav Med Clerk-LaCrosse","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PsychCons&OutptClerk-CSC/VA","922
003","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Community Psy Clerk-CSC/MHC","925
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","946
003","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","","39","3.570","43.6","33.3","17.9","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","3","4.000","66.7",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","33.3","."
"Senior","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","8","4.000","87.5",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","12.5","."
"Prof Yr 3","","","26","3.451","26.9","42.3","26.9","3.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","3.875","60.0","40.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","31","3.508","32.3","41.9","22.6","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","39","3.570","43.6","33.3","17.9","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".","2.6","."
