"TERM : 1134","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2012-2013","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIAT
708","Dept. Total","130","3.617","65.4","13.8","13.1","2.3","",".","",".","",".","",".","",".",".","",".","0.8","",".",".","4.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Junior","","15","4.000","93.3",".",".",".","",".","",".","",".","",".","",".",".","",".",".","",".",".","6.7","."
"Senior","","14","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","31","4.000","96.8",".",".",".","",".","",".","",".","",".","",".",".","",".",".","",".",".","3.2","."
"Graduate","","27","3.893","85.2","11.1",".",".","",".","",".","",".","",".","",".",".","",".","3.7","",".",".",".","."
"Prof Yr 3","","53","3.427","28.3","26.4","30.2","5.7","",".","",".","",".","",".","",".",".","",".",".","",".",".","9.4","."
"Prof Yr 4","","19","3.918","89.5","5.3","5.3",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Professionals","","72","3.513","44.4","20.8","23.6","4.2","",".","",".","",".","",".","",".",".","",".",".","",".",".","6.9","."
"","Dept. Total","130","3.617","65.4","13.8","13.1","2.3","",".","",".","",".","",".","",".",".","",".","0.8","",".",".","4.6","."
