"PEDIATRICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"646
Cancer Genetics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","296","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","297","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","31","4.000","96.8",".",".",".",".",".",".",".",".",".",".",".",".",".","3.2","."
"714
Practicum-Genetic Counselng","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"737
Contemp Pro Iss-Gen Cnslng","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Human Embryology","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"812","061","","25","3.500","36.0","28.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","062","","29","3.375","24.1","24.1","24.1","10.3",".",".",".",".",".",".",".",".",".",".","17.2","."
"3rd Year Pediatrics","Course Total","","54","3.439","29.6","25.9","29.6","5.6",".",".",".",".",".",".",".",".",".",".","9.3","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","8","3.840","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"920
Pediatric Subinternship-CSC","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930
Peds Sub-Intrn Newborn-Milw","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940
Adolescent Med Clerk-CSC","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Genetics Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","",""
"966","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"966","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"966","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"966","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","","4","***","","","","","","","","","","","","","","","",""
"967
Pediatric Pulmonary Clrk-CSC","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990
Research","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
