"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","015","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","022","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","036","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","150","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","156","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","159","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"910","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","012","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"922","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","046","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology-CSC","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
