"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","","14","3.786","71.4","21.4","",".","7.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
032","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","","15","3.800","73.3","20.0","",".","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","6","3.917","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","3.750","50.0","50.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","3.714","71.4","14.3","",".","14.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","15","3.800","73.3","20.0","",".","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","15","3.800","73.3","20.0","",".","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
