"TERM : 1204","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2019-2020","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"","RISK MANAGEMENT AND INSUR Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"241","R M I","","","","","","","","","","","","","","","","","","","",""
"241","R M I","495
Dept. Total","3.707","55.4","12.7","10.5","0.8","0.2","1.2","0.2","17.0","1.8",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD","U/UD","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"241","R M I","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","3","***","","","","","","","","","",".","",".",".","",".",".",".","."
