"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","",""
"Disability and Society","100
001","96","3.868","87.5","5.2","3.1","2.1",".",".","1.0",".","1.0",".",".",".",".",".",".","."
"Health & Rhabilitatn Prfessns","125
001","37","3.932","89.2","8.1","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","61","3.966","90.2","3.3","1.6",".",".",".",".","4.9",".",".",".",".",".",".",".","."
"","300
002","62","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","61","3.975","96.7","1.6","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individls with Disabilities","Course Total","184","3.975","94.6","2.7","1.1",".",".",".",".","1.6",".",".",".",".",".",".",".","."
"Positive Psych and Well Being","310
001","25","3.958","88.0","8.0",".",".",".",".",".",".","4.0",".",".",".",".",".",".","."
"Health Prmtion Disab & Illness","316
001","87","3.983","96.6","1.1","1.1",".",".",".",".",".",".",".",".",".","1.1",".",".","."
"Self Mngmt Illness, Disability","325
001","34","3.813","70.6","11.8","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"AAC and Assistive Tech","401
001","49","3.990","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Functional Skills","402
001","52","3.981","98.1",".","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science & Soc Studies","404
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Teaching Sem - Dual Major","457
001","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","465
001","40","4.000","97.5",".",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"","465
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading Inst for Stdt with Dis","Course Total","54","4.000","98.1",".",".",".",".",".",".",".",".",".",".",".","1.9",".",".","."
"Secondary Student Teaching Smr","468
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods in Transtn & Voc Educ","472
001","32","4.000","96.9",".",".",".",".",".",".",".",".",".",".",".","3.1",".",".","."
"","473
001","33","4.000","97.0",".",".",".",".",".",".",".",".",".",".",".","3.0",".",".","."
"","473
002","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mgmt: Stdts/Lrn&Bhv Disability","Course Total","58","4.000","98.3",".",".",".",".",".",".",".",".",".",".",".","1.7",".",".","."
"SE Practicum: MC - EA","475
001","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sp Ed Student Teaching: MC-EA","477
001","42","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sp Ed Student Teaching: EA-A","478
001","17","3.965","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
002","12","3.625","83.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Rehab-Cnslg Psych: Applcatn","Course Total","22","3.795","90.9","4.5",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","630
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
020","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
191","6","3.941","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
192","12","4.000","91.7",".",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","630
194","6","4.000","83.3",".",".",".",".",".",".",".","16.7",".",".",".",".",".",".","."
"","630
195","10","3.909","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrshp-Rehab or Spec Educ","Course Total","58","3.978","91.4","5.2",".",".",".",".",".","1.7","1.7",".",".",".",".",".",".","."
"","660
054","32","3.883","78.1","9.4","6.3",".",".",".",".","3.1","3.1",".",".",".",".",".",".","."
"","660
077","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
081","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
082","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","59","3.904","81.4","11.9","3.4",".",".",".",".","1.7","1.7",".",".",".",".",".",".","."
