"TERM : 1204","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2019-2020","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S/SD U/UD","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814","PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","",""
"814","PSYCHIAT","109
Dept. Total","3.974","76.1","1.8","0.9","",".","",".","",".","",".","17.4",".",".","",".","",".","",".",".","3.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S/SD","U/UD","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814","PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
