"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","",""
"965","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Elective","Course Total","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"969","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"969","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"969","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"969","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"969","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Transfusion Medicine Elective","Course Total","5","***","","","","","","","","","","","","","","","",""
"970","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"970","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"In/Out Gastro/Hepatology","Course Total","3","***","","","","","","","","","","","","","","","",""
"971","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"971","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Infectious Disease Elective","Course Total","11","4.000","9.1",".",".",".",".",".",".","90.9",".",".",".",".",".",".",".","."
"976","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"976","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"976","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Nephrology Elective","Course Total","10","4.000","10.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","."
"981","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clinic/Cons","Course Total","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"985","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"985","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine","Course Total","7","3.750","14.3","14.3",".",".",".",".",".","71.4",".",".",".",".",".",".",".","."
"988","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
