"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION SCI & DISORD Section","","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","",""
"836
Pediat Habilitatn/Rehabilitatn","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"849
Geriatric Audiol: Diag & Rehab","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"856
Amplification Systems I","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"857
Lab in Amplification Systems I","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"858
Physiolog Assess Audiology I","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"859
Lab-Physiol Assess Aud Sys I","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"862
Auditory & Vestibular Path II","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"866
Amplification Systems II","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"867
School Mthds for Audiologists","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"891","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"891","026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"891","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"891","085","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clerkship in Audiology I","Course Total","7","3.909","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"892","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"892","026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"892","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"892","085","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clerkship in Audiology II","Course Total","9","3.925","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"893
Clerkship in Audiology III","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"894
Externship in Audiology","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Capstone Study in Audiology","Course Total","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900
Seminar-Speech Science","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"921
Smr-Prob in Audiology","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"August 24, 2020","","","","","","","","","","","","","","","","","","Page 210 of 447",""
