"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"","722
003","","10","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","722
004","","17","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","722
042","","13","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Clinicl Anatomy & Radiology","Course Total","","40","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Overview of Rural Health","740
001","","18","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Food, Fasting & Fitness","772
001","","177","",".",".",".",".",".",".",".","92.7
0.6",".",".",".","4.5",".",".","2.3"
"Human Family Tree","773
001","","176","",".",".",".",".",".",".",".","99.4
.",".",".",".",".",".",".","0.6"
"","902
041","","24","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","902
042","","33","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","902
043","","30","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","902
046","","6","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Ambulatory Acting Internship","Course Total","","93","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"MEDiC Selective","910
042","","2","***","","","","","","","","",".",".",".",".",".",".","."
"Racial Health Disparities WI","911
004","","17","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"MED SC-M
622","Dept. Total","","523","",".",".",".",".",".",".",".","97.3
0.2",".",".",".","1.5",".",".","1.0"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
