"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICAL GENETICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","",""
"Eukaryotic Molecular Biology","620","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Cancer Genetics","662","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","677","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Public Health Genomics","888","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Modern Clinical Genetics","911","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MD GENET
616","","Dept. Total","14","3.742","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
