"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","",""
"699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","100","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","105","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","106","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"910
IRR Anesthesiology","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"911","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"911","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"911","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"911","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Shock Course","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized Anesth Clin Ele","Course Total","3","***","","","","","","","","","","","","","","","",""
"920","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Anesthes Elective","Course Total","18","4.000","5.6",".",".",".",".",".",".","94.4",".",".",".",".",".",".",".","."
"921
Clin Anesth Clerk-LaCrosse","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","003","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"930","004","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"930","005","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Resuscitation Anesth Elective","Course Total","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"940","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Integrated Elec in Pain Mgmt","Course Total","4","***","","","","","","","","","","","","","","","",""
