"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Med-Phy Asst II","401
001","28","3.536","35.7","39.3","21.4","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Asst II","403
001","38","3.539","36.8","42.1","15.8","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"Iss Pro Pract for Phy Assts","416
001","28","3.768","53.6","46.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care II","421
001","27","3.667","37.0","59.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Medicine for Phy Asst","440
001","27","3.481","25.9","44.4","29.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Team Appr-Emergncy Care","448
001","27","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Phy Assts","516
001","26","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","15","3.667","46.7","46.7",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","13","3.654","53.8","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
002","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","25","3.700","52.0","36.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","14","3.643","57.1","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699
007","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","267","3.633","46.1","40.1","12.0","1.5","0.4",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Junior","","12","3.500","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","245","3.640","47.3","39.6","11.4","1.2","0.4",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","257","3.635","46.7","40.1","11.7","1.2","0.4",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","10","3.450","30.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","267","3.633","46.1","40.1","12.0","1.5","0.4",".",".",".",".",".",".",".",".",".",".","."
