"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","33","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Agents in Rehab","521
001","41","3.634","46.3","34.1","19.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin-Therapeutic Exercise","534
001","41","3.634","39.0","48.8","12.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","539
002","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues II","Course Total","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
002","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
003","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues IV","Course Total","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Neuromusculoskeletal Movmnt","634
001","41","3.598","43.9","34.1","19.5","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"Adults-Motor Cont Dysfunctn","636
001","33","3.652","33.3","63.6","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
034","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Musc-skel Assessmt/Treatmt","677
001","33","3.439","24.2","42.4","30.3","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","332","3.633","29.8","26.8","9.6","0.6",".",".",".",".",".","33.1",".",".",".",".",".","."
