"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","",""
"Woman-Western Culture","101","001","109","3.565","48.6","28.4","14.7","2.8","3.7","0.9",".","0.9",".",".",".",".",".",".",".","."
"Women-Soc Inst & Soc Change","102","001","107","2.939","10.3","20.6","40.2","19.6","4.7","1.9","2.8",".",".",".",".",".",".",".",".","."
"Womens Bodies-Hlth&Disease","103","001","385","3.332","25.7","37.9","19.2","9.1","2.9","0.3","1.6","3.4",".",".",".",".",".",".",".","."
"Race & Ethnicity-U.S. Women","223","001","38","3.250","13.2","42.1","26.3","18.4",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250","001","14","3.143",".","35.7","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Lt Trn:Fr Wom Writers Today","251","001","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","320","001","42","3.679","52.4","35.7","2.4","2.4","2.4",".",".","4.8",".",".",".",".",".",".",".","."
"","320","002","29","3.071","44.8","6.9","10.3","6.9","20.7","3.4","3.4",".",".",".",".",".","3.4",".",".","."
"Topics - Women & Society","","Course Total","71","3.432","49.3","23.9","5.6","4.2","9.9","1.4","1.4","2.8",".",".",".",".","1.4",".",".","."
"Women&Gender in US Since 1870","354","001","23","3.689","47.8","39.1","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Feminist Theories","441","001","41","3.524","34.1","41.5","19.5","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"Lesbian Culture","442","001","31","3.419","48.4","29.0","6.5","3.2","9.7",".","3.2",".",".",".",".",".",".",".",".","."
"Anthropology by Women","443","001","15","3.250","13.3","60.0","13.3",".",".",".","6.7",".",".",".",".",".","6.7",".",".","."
"Biology and Gender","530","001","43","2.915","20.9","16.3","18.6","23.3","9.3","4.7","2.3","2.3",".",".",".",".",".","2.3",".","."
"Women & Health-Amer History","531","001","16","3.281","18.8","31.3","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Women & Health","533","001","45","3.467","57.8","13.3","17.8","4.4","2.2",".","4.4",".",".",".",".",".",".",".",".","."
"Gender and Education","560","001","22","3.614","40.9","40.9","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women-Sport: Hist Perspctv","561","001","18","3.667","44.4","50.0",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Smr in Women's St","640","001","29","3.603","37.9","44.8","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internship-Women's Studies","660","001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Perspctv-Black Women Writng","677","001","6","3.500","33.3","16.7","33.3",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Senior Thesis II","692","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","102","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","222","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","11","3.980","81.8","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"Hlth-Women Across Lifespan","735","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
