"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"944","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Cardiol Clerkshp-VAH","Course Total","","5","***","","","","","","","","","","","","","","","",""
"945
Acute Care Med Cardiol-Milw","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"952","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"952","002","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"952","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"952","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"952","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"952","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Electrocardiography-CSC","Course Total","","53","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"953","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"956
Emergency Med Clerkshp-Milw","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"957","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"957","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"957","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"957","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"957","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","Course Total","","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","","3","***","","","","","","","","","","","","","","","",""
"961
Endocrin/Diabetes Clrk-Milw","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","","2","***","","","","","","","","","","","","","","","",""
"965","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","","3","***","","","","","","","","","","","","","","","",""
"971","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
