"TERM : 1004","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1999-2000","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","",""
"Rsch in Fam Med-Wingra FMC","910
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Clrkshp:Rurl Hlth-Statewide","927
004
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Sports Medicine","933
006
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Commun Cross Cult Hlth Care","934
006
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"FAM MED
370","6
Dept. Total","3.826","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Prof Yr 4","5","3.789","60.0","40.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","6","3.826","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
6","3.826","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 324 of 386"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
