"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","",""
"971","004","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"973
Infectious Disease-Marshfld","001","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"976","001","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"976","004","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Nephrology Clerk-CSC/VAH","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"981
Pulmonary Disease Clerk-CSC","001","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"984
Crit Care-ICU Subintrn-Milw","003","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"985","001","2","***","","","","","","","","","","","",".",".",".",".",".",".","."
"985","002","2","***","","","","","","","","","","","",".",".",".",".",".",".","."
"985","003","3","***","","","","","","","","","","","",".",".",".",".",".",".","."
"985","004","3","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","10","3.618","30.0","50.0","10.0",".",".","",".","",".",".",".",".",".",".",".",".",".","10.0"
"987
Crit Care/Med ICU-Marshfld","004","2","***","","","","","","","","","","","",".",".",".",".",".",".","."
"988
Clin Elect Rheumtol-CSC/VAH","003","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"990
Research","010","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"MEDICINE
632","Dept. Total","376","3.535","43.4","18.9","13.8","0.3","0.5","",".","",".","21.5",".",".",".",".",".",".","0.5","1.1"
