"Third Year Ophthalmology","Course Total","","72","3.507","26.4","51.4","20.8",".","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Ophthalmology Selective","820
005","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910
060","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Ophthalm Clerk-Mrshfld","920
006","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"OPHTHALM
702","Dept. Total","","76","3.554","28.9","50.0","19.7",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","72","3.534","29.2","48.6","20.8",".","1.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","3.722","33.3","66.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","76","3.554","28.9","50.0","19.7",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","76","3.554","28.9","50.0","19.7",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
