"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"","699
024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
026","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Directed Study","Course Total","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Infection and Immunity II","001
702","139","3.417","43.9",".","54.0",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Gastrointestinal Tract","707
001","128","3.484","53.9",".","40.6",".","5.5",".",".",".",".",".",".",".",".",".",".","."
"Hepatic","708
001","128","3.484","53.9",".","40.6",".","5.5",".",".",".",".",".",".",".",".",".",".","."
"Male/Female Endocrine Sys","711
001","137","3.569","62.8",".","31.4",".","5.8",".",".",".",".",".",".",".",".",".",".","."
"Psychiatry","716
001","140","3.264","34.3",".","57.9",".","7.9",".",".",".",".",".",".",".",".",".",".","."
"Autopsy Pathology","718
001","141","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Smr-Contemp Iss:Health Care","719
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Neoplastic Diseases","721
001","141","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pharmacology II","727
001","143","3.338","40.6",".","51.7",".","7.0",".",".",".",".",".",".",".","0.7",".",".","."
"Neuroscience","731
001","143","3.860","88.1",".","11.2",".",".",".","0.7",".",".",".",".",".",".",".",".","."
"Complementry Med-Clin Pract","733
001","57","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin Nutr-Hum Hlth&Disease","734
001","141","3.766","76.6",".","23.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Medicine & Practice I","801
001","144","3.923","92.4",".","6.3",".","0.7",".",".",".",".",".",".",".","0.7",".",".","."
"Patient, Doctor & Society 4","807
001","138","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"MED SC-M
622","Dept. Total","1737","3.675","58.8",".","26.0",".","2.7",".","0.1","9.0",".","3.3",".",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","14","4.000","21.4",".",".",".",".",".",".",".",".","78.6",".",".",".",".",".","."
"Prof Yr 1","","333","3.896","77.2",".","8.4",".","0.3",".",".","0.3",".","13.5",".",".","0.3",".",".","."
"Prof Yr 2","","1387","3.565","54.9",".","30.5",".","3.3",".","0.1","11.1",".","0.1",".",".","0.1",".",".","."
"Prof Yr 3","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1722","3.673","59.1",".","26.2",".","2.7",".","0.1","9.1",".","2.7",".",".","0.1",".",".","."
"","Dept. Total","1737","3.675","58.8",".","26.0",".","2.7",".","0.1","9.0",".","3.3",".",".","0.1",".",".","."
