"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist to Civil War Era","101","001","62","3.246","12.9","46.8","19.4","9.7","4.8","1.6",".","4.8",".",".",".",".",".",".",".","."
"","102","001","207","3.241","23.7","31.9","25.6","13.0","2.4","0.5","1.9","1.0",".",".",".",".",".",".",".","."
"","102","002","281","3.158","18.1","24.2","37.7","12.8","4.6","1.8",".","0.7",".",".",".",".",".",".",".","."
"Amer Hist-Civil War-Present","","Course Total","488","3.193","20.5","27.5","32.6","12.9","3.7","1.2","0.8","0.8",".",".",".",".",".",".",".","."
"The Ancient Mediterranean","110","001","156","3.644","54.5","26.9","10.9","2.6","2.6",".","0.6","1.3",".",".",".",".","0.6",".",".","."
"Europe&Mod World 1815-On","120","001","128","3.056","15.6","19.5","37.5","18.8","6.3","1.6","0.8",".",".",".",".",".",".",".",".","."
"British Hist: 1688-Present","124","001","74","3.101","16.2","33.8","21.6","12.2","12.2","2.7",".","1.4",".",".",".",".",".",".",".","."
"","200","001","14","3.385","28.6","57.1",".",".",".",".","7.1",".",".",".",".",".",".",".",".","7.1"
"","200","002","13","3.038",".","38.5","53.8",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Historical Studies","","Course Total","27","3.212","14.8","48.1","25.9",".",".","3.7","3.7",".",".",".",".",".",".",".",".","3.7"
"Explorations in Amer Hist (H)","221","001","11","3.227","27.3","36.4","18.2","9.1",".","9.1",".",".",".",".",".",".",".",".",".","."
"Exploration-European Hist (H)","223","001","71","3.453","28.2","43.7","21.1","2.8","1.4","1.4",".","1.4",".",".",".",".",".",".",".","."
"Exploration-3rd World Hist (H)","225","001","13","3.625","38.5","30.8","23.1",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","46","3.411","30.4","34.8","23.9","2.2","6.5",".",".",".",".",".",".",".",".",".","2.2","."
"Eastern Europe:Interdis Survey","254","001","38","3.162","44.7","21.1","5.3","10.5","2.6","7.9","5.3","2.6",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","86","3.463","37.2","29.1","22.1","3.5","2.3",".","1.2","1.2",".",".",".",".",".",".","3.5","."
"Africa: Introductory Survey","277","001","60","3.483","38.3","21.7","35.0","3.3",".",".",".","1.7",".",".",".",".",".",".",".","."
"Hist Am Thought 1859-Pres","302","001","69","3.242","24.6","30.4","31.9","7.2",".","1.4","2.9",".","1.4",".",".",".",".",".",".","."
"World-Alexander the Great","306","001","91","3.453","44.0","23.1","17.6","4.4","7.7","1.1",".","2.2",".",".",".",".",".",".",".","."
"History of Medieval France","325","001","37","2.908","32.4","21.6","13.5","10.8","2.7","2.7","13.5","2.7",".",".",".",".",".",".",".","."
"The Renaissance","333","001","73","3.179","24.7","26.0","17.8","16.4","5.5","2.7","1.4","4.1",".",".",".",".","1.4",".",".","."
"Hist-Modern China 1911-1949","338","001","35","3.364","22.9","40.0","22.9","5.7","5.7",".",".","2.9",".",".",".",".",".",".",".","."
"Peoples Replc China 1949 on","342","001","64","3.193","14.1","37.5","29.7","9.4","1.6","1.6","1.6","3.1",".",".",".",".",".","1.6",".","."
"American Rev 1763-1789","344","001","127","3.220","22.0","22.8","33.9","12.6","3.1","1.6",".","3.1",".",".",".",".",".","0.8",".","."
"Women&Gender in US Since 1870","354","001","30","3.341","23.3","33.3","26.7","6.7","3.3",".",".","6.7",".",".",".",".",".",".",".","."
"The Second World War","357","001","77","3.494","32.5","39.0","22.1",".",".",".","1.3","5.2",".",".",".",".",".",".",".","."
"Modern Britain: 1485-1660","361","001","43","3.098","16.3","25.6","20.9","20.9","9.3",".",".","2.3",".",".",".",".",".",".",".","4.7"
"History of Africa to 1500","376","001","43","3.122","7.0","41.9","25.6","18.6","2.3",".","2.3",".",".",".",".",".",".","2.3",".","."
"Hist of Africa, 1500-1870","377","001","71","2.833","7.0","25.4","28.2","18.3","9.9","2.8","4.2","4.2",".",".",".",".",".",".",".","."
"Civil War Era, 1848-1877","393","001","138","3.264","31.9","26.1","23.2","5.8","4.3","1.4","3.6","3.6",".",".",".",".",".",".",".","."
"United States 1914-1945","397","001","143","3.152","25.2","19.6","28.0","10.5","8.4","3.5","0.7","3.5",".",".",".",".",".",".","0.7","."
"Amer Urban Hist Since 1870","402","001","142","3.234","20.4","34.5","28.2","5.6","4.9","2.1","0.7","1.4",".",".",".",".",".","0.7","0.7","0.7"
"History-American Education","412","001","89","3.134","21.3","23.6","30.3","9.0","10.1","1.1","1.1","3.4",".",".",".",".",".",".",".","."
"History of Russia","418","001","81","3.058","17.3","33.3","28.4","7.4","4.9","1.2","4.9",".",".",".",".",".","2.5",".",".","."
"History of Soviet Russia","419","001","70","2.832","18.6","21.4","24.3","14.3","12.9","4.3","4.3",".",".",".",".",".",".",".",".","."
"History of Scand to 1815","431","001","29","3.519","34.5","34.5","17.2","6.9",".",".",".","3.4",".",".",".",".",".","3.4",".","."
"Amer Foreign Rel-1901 on","434","001","130","3.430","36.2","26.2","26.2","3.1","3.8",".","0.8","1.5",".",".",".",".","1.5",".",".","0.8"
"Buddhism&Soc-SE Asian Hist","438","001","36","3.404","22.2","36.1","36.1","2.8",".",".",".",".",".",".",".",".","2.8",".",".","."
"History of Medieval India","448","001","25","3.565","44.0","28.0","20.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"Japan Mod Century:1853-1952","455","001","34","2.963","14.7","14.7","32.4","26.5","11.8",".",".",".",".",".",".",".",".",".",".","."
