"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","H ONCOL","37
Dept. Total","4.000","45.9","",".","",".","",".","",".","",".","",".","51.4","",".",".","",".","",".","",".",".","2.7","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","3","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
