"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","COLLABORATIVE NURSING PRG Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"691","CNP","","","","","","","","","","","","","","","","","","","","","","","","",""
"691","CNP","76
Dept. Total","3.684","63.2","22.4","6.6","3.9","3.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"691","CNP","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","21","3.786","66.7","28.6",".","4.8",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
