"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Machine Learning for Econ","725","001","","42","3.738","52.4","42.9","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Macroeconomic Policy","736","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"Labor Economics","750","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Industrial Organizat Theory","761","001","","21","3.690","52.4","33.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Analytics for Economists","770","001","","60","3.683","53.3","30.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Microeconomic Theory I","805","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv International Economics","871","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","899","001","","30","3.883","46.7","3.3","6.7",".",".",".",".",".",".",".",".",".","43.3",".",".","."
"","899","002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","899","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Advances-Economics","","Course Total","","51","3.919","68.6","2.0","3.9",".",".",".",".",".",".",".",".",".","25.5",".",".","."
"Wrkshp in Math Econ Theory","901","001","","6","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Wrkshp-Industrl Organizatn","903","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","965","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop-Public Economics","968","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","977","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thesis","990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","2","***","","","","","","","","","","","","","","","",""
