"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","","Section
#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","NEUROL","44
Dept. Total","3.987","68.2","2.3","",".","",".","",".","",".","",".","15.9","",".",".","",".","",".","",".",".","13.6","."
"Summary by Level","","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","7","4.000","71.4",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","28.6","."
