"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718","PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"718","PHM SCI","1039
Dept. Total","3.653","52.1","18.5","13.0","3.4","1.2","0.2","",".","5.1","",".","6.1","",".","0.5","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718","PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
