"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","774","3.760","70.3","14.6","6.6","0.9","1.8","0.5","0.3","2.1","0.1",".","",".","1.0","",".","0.4","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.682","58.8","27.5","9.8","2.0","2.0",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","169","3.744","72.8","14.8","8.9","0.6","1.2","1.8",".",".",".",".","",".",".","",".",".",".","."
"Junior","","258","3.806","77.1","14.3","5.0","0.8","2.3","0.4",".",".",".",".","",".",".","",".",".",".","."
"Senior","","228","3.722","71.1","15.8","7.9","1.3","2.2",".","0.9","0.4",".",".","",".","0.4","",".",".",".","."
"Undergraduates","","706","3.755","72.8","15.9","7.2","1.0","2.0","0.6","0.3","0.1",".",".","",".","0.1","",".",".",".","."
"Special","","16","4.000","6.3",".",".",".",".",".",".","6.3",".",".","",".",".","",".","18.8","68.8","."
"Graduate","","52","3.962","55.8","1.9",".",".",".",".",".","26.9","1.9",".","",".","13.5","",".",".",".","."
"","Dept. Total","774","3.760","70.3","14.6","6.6","0.9","1.8","0.5","0.3","2.1","0.1",".","",".","1.0","",".","0.4","1.4","."
