"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY
726","Dept. Total","593","3.809","76.4","10.6","10.5","0.5","0.3","",".","",".","1.0","",".",".","",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","10","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","42","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","57","3.883","68.4","7.0","7.0",".",".","",".","",".","10.5","",".",".","",".","",".","7.0",".",".","."
"Graduate","","166","3.911","84.9","11.4","3.0","0.6",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","101","3.995","99.0","1.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","16","3.929","93.8",".","6.3",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","211","3.668","55.0","18.5","24.6","0.9","0.9","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","328","3.730","70.4","12.2","16.2","0.6","0.6","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","593","3.809","76.4","10.6","10.5","0.5","0.3","",".","",".","1.0","",".",".","",".","",".","0.7",".",".","."
