"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"816","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar in Nursing Research","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"818
Patient-centered Research","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"819
Clincal Field Practicum","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"826","010","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826","020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"826","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"826","060","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract III","Course Total","","27","3.907","81.5","18.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"828","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"828","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"828","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"828","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Leadership III","Course Total","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"847
Health Policy Practicum","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"906","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"906","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"906","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"906","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"906","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scholarly Project","Course Total","","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","","9","",".",".",".",".",".",".",".","77.8",".",".",".","22.2",".",".",".","."
"999","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 445 of 467",""
