"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PUBLIC HEALTH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"828
PUBLHLTH","","","","","","","","","","","","","","","","","","",""
"Intro to Global Health","710
001","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"GlobalHealthSystemsGovernance","711
001","8","3.688","75.0",".","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"GlobalHealthInfectDis","712
001","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GlobalHealthNonCommDiseases","713
001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GlobalHlthFieldWorkFundamentls","714
001","16","3.906","93.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Evidence-Based Decision-Making","780
001","54","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","781
001","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","781
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","781
003","14","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","781
004","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comm PUBHLTH Effectively I","Course Total","57","",".",".",".",".",".",".",".","75.4",".",".",".","24.6",".",".",".","."
"SDoH & Hlth Equity","782
002","59","3.924","91.5","3.4","3.4","1.7",".",".",".",".",".",".",".",".",".",".",".","."
"Quantitative Approaches to PH","783
001","59","3.644","61.0","27.1","3.4","3.4","3.4",".","1.7",".",".",".",".",".",".",".",".","."
"MPH Applied Practice Exp Semin","787
002","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"Applied Practice Experience","788
001","24","",".",".",".",".",".",".",".","75.0",".",".",".",".","25.0",".",".","."
"PH Social Justice:Tools/Models","790
001","27","3.926","85.2","14.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating PH Info -2","791
001","52","3.894","84.6","11.5","1.9","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"Politics of Health Policy","792
001","51","3.870","72.5","25.5",".",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"PUBLHLTH
828","Dept. Total","442","3.849","64.3","9.7","1.6","1.4","0.5",".","0.2","17.2",".",".",".","3.2","2.0",".",".","."
