"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIAT
708","Dept. Total","120","3.991","49.2","0.8","",".","",".","",".","",".","",".","48.3","",".",".","",".","",".","",".",".","1.7","."
"Summary by Level","","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","19","4.000","94.7",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","5.3","."
"Senior","","24","3.978","91.7","4.2","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","4.2","."
"Undergraduates","","49","3.988","93.9","2.0","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","4.1","."
"Graduate","","5","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","15","4.000","46.7",".","",".","",".","",".","",".","",".","53.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","48","",".",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","66","4.000","12.1",".","",".","",".","",".","",".","",".","87.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","120","3.991","49.2","0.8","",".","",".","",".","",".","",".","48.3","",".",".","",".","",".","",".",".","1.7","."
