"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","","Section
#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","SR MED","84
Dept. Total","4.000","","1.2","",".","",".","",".","",".","",".","",".","98.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","1","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","","","#Type!","","#Typ","","#Typ","","#Typ","","#Typ","","#Typ","#Typ","","#Typ","","#Typ","#Typ","","","","","","","","","","",""
"","","","","","e!","","e!","","e!","","e!
e!","","e!","","e!","","e!
e!","e!","","e!","","","","","","","","","",""
"","Prof Yr 2","15","","",".","",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Prof Yr 3","4","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Prof Yr 4","64","4.000","","1.6","",".","",".","",".","",".","",".","",".","98.4","",".",".","",".","",".","",".",".",".","."
"","Professionals","83","4.000","","1.2","",".","",".","",".","",".","",".","",".","98.8","",".",".","",".","",".","",".",".",".","."
"","","Dept. Total
84","4.000","","1.2","",".","",".","",".","",".","",".","",".","98.8","",".",".","",".","",".","",".",".",".","."
