"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","47
Dept. Total","4.000","19.1","",".","",".","",".","",".","",".","",".","78.7","",".",".","",".","",".","",".",".","2.1","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
