"Patient Ed. as Advocacy Strat.","974
006","4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multidis Appr Colon Cancer P/T","975
008","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Science of Obesity & Diabetes","976
006","4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"SURGERY
936","Dept. Total","137","4.000","29.2","",".","",".","",".","",".","",".","",".","67.9","",".",".","",".","",".","",".",".","2.9","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".","25.0","."
"Junior","","10","4.000","80.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","20.0","."
"Senior","","30","4.000","96.7","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","3.3","."
"Undergraduates","","44","4.000","90.9","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","9.1","."
"Prof Yr 3","","6","",".","",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","87","",".","",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","93","",".","",".","",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","137","4.000","29.2","",".","",".","",".","",".","",".","",".","67.9","",".",".","",".","",".","",".",".","2.9","."
