"PEDIATRICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","9","3.946","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","49","3.988","93.9","2.0",".",".",".",".",".",".",".",".",".",".",".",".","4.1","."
"705
Women and Leadership","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"721
Intro to Clinical Genetics","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"910","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch in Peds","Course Total","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Clinical in Pediats","Course Total","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"935","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Surgical Neonatal ICU","Course Total","","5","***","","","","","","","","","","","","","","","",""
