"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Med Spanish for Hlth Sci Stdts","735
001","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pts, Prof. and Public Health","770
001","174","",".",".",".",".",".",".",".","98.9",".",".",".",".",".",".",".","1.1"
"Invaders and Defense","774
100","173","",".",".",".",".",".",".",".","99.4","0.6",".",".",".",".",".",".","."
"Mind & Motion","775
001","175","",".",".",".",".",".",".",".","95.4",".",".",".",".","0.6",".",".","4.0"
"Care Across the Life Cycle","810
021","38","",".",".",".",".",".",".",".","97.4",".",".",".",".",".",".",".","2.6"
"Chronic and Preventive Care","811
021","42","",".",".",".",".",".",".",".","95.2",".",".",".",".","2.4",".",".","2.4"
"Acute Care","812
021","44","",".",".",".",".",".",".",".","86.4",".",".",".",".",".",".",".","13.6"
"Surgical and Procedural Care","813
021","48","",".",".",".",".",".",".",".","95.8",".",".",".",".",".",".",".","4.2"
"","902
041","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
042","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
043","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
044","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","902
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatory Acting Internship","Course Total","52","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MEDiC Selective","910
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lab-based Teaching in Med Ed","912
010","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Case-based Teaching in Med Ed","914
045","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
100","1","***","","","","","","","","","",".",".",".",".",".",".","."
"IRR Medical Sciences","Course Total","4","***","","","","","","","","","","","","","","","",""
"Advocating for Patients","940
006","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
