"TERM : 1054","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2004-2005","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","202","3.626","47.5","31.7","12.9",".","",".","",".","",".","7.4","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.875","75.0","25.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","6","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","8","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","18","3.977","94.4","5.6",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","80","3.574","40.0","38.8","20.0",".","",".","",".","",".",".","",".",".","",".","",".","1.3",".",".","."
"Prof Yr 4","","102","3.696","45.1","30.4","9.8",".","",".","",".","",".","14.7","",".",".","",".","",".",".",".",".","."
"Professionals","","184","3.607","42.9","34.2","14.1",".","",".","",".","",".","8.2","",".",".","",".","",".","0.5",".",".","."
"","Dept. Total","202","3.626","47.5","31.7","12.9",".","",".","",".","",".","7.4","",".",".","",".","",".","0.5",".",".","."
