"","919
004","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
008","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
010","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","","9","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","5","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","4","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","9","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
