"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","287","3.489","33.8","27.9","19.5","0.7","",".","",".","",".","18.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","8","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","7","3.778","85.7",".","14.3",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","17","3.881","88.2","5.9","5.9",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","8","3.500",".","12.5",".",".","",".","",".","",".","87.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","98","3.383","30.6","31.6","36.7","1.0","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","163","3.617","31.3","28.8","11.7","0.6","",".","",".","",".","27.6","",".",".","",".","",".","",".",".",".","."
"Professionals","","269","3.473","30.1","29.4","20.4","0.7","",".","",".","",".","19.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","287","3.489","33.8","27.9","19.5","0.7","",".","",".","",".","18.1","",".",".","",".","",".","",".",".",".","."
