"","699
050","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","7","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Hlth Care-Diverse Communities","712
001","","14","",".",".","",".",".","","",".",".","",".","",".","",".","","100.0",".","",".","",".","",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931
009","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM MED
370","Dept. Total","","22","3.909","31.8","4.5","",".","",".","",".","",".","",".","",".","",".","63.6","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","19","4.000","26.3",".","",".","",".","",".","",".","",".","",".","",".","73.7","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","3.500",".","100.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","20","3.857","25.0","5.0","",".","",".","",".","",".","",".","",".","",".","70.0","",".","",".","",".",".",".","."
"","Dept. Total","","22","3.909","31.8","4.5","",".","",".","",".","",".","",".","",".","",".","63.6","",".","",".","",".",".",".","."
