"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","186","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","189","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","191","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","194","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","196","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","197","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","198","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","199","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","18","3.884","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","081","","25","3.360","16.0","40.0","44.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","19","3.342","21.1","26.3","52.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","26","3.346","26.9","19.2","50.0","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","70","3.350","21.4","28.6","48.6","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"901
MSTP Intro-Clinical Medicine","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"902
MSTP Intro-Clinical Research","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","007","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics I-Chronic Disease","Course Total","","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","005","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"915","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"915","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics II-Acute Diseases","Course Total","","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"916","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care (CSC)","Course Total","","3","***","","","","","","","","","","","","","","","",""
"918
Hlth Informatics-Med Students","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 352 of 407",""
