"Extramural Elec-Primry Care","Course Total","7","3.792","57.1","42.9",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","936
006","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
010","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"SR MED
882","Dept. Total","294","3.603","42.9","40.1","16.7","",".","0.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","1","3.500",".","100.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","124","3.521","25.8","54.0","20.2","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","169","3.685","55.6","29.6","14.2","",".","0.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","294","3.603","42.9","40.1","16.7","",".","0.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","294","3.603","42.9","40.1","16.7","",".","0.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
