"","760
106","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Phmceut Care Specialty Clrkshp","Course Total","148","3.841","84.5","8.8","2.7","2.0","1.4",".","0.7",".","",".",".","",".","",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
027","7","3.750","14.3","14.3",".",".",".",".",".","71.4",".","",".",".","",".","",".",".",".","."
"PHM PRAC
728","Dept. Total","1277","3.587","55.2","21.1","15.3","5.1","2.2","0.2","0.3","0.5","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","32","3.074","25.0","12.5","28.1","15.6","15.6","3.1",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","32","3.074","25.0","12.5","28.1","15.6","15.6","3.1",".",".","",".",".","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","20","3.826","50.0","15.0","10.0",".",".",".",".","25.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","163","3.906","89.0","4.9","4.9","1.2",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","385","3.257","40.3","27.5","21.8","7.3","2.9",".","0.3",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","411","3.411","45.5","28.5","17.8","5.8","1.7","0.2","0.2",".","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 4","","265","3.813","75.5","12.1","7.5","2.3","1.9",".","0.8",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1224","3.591","56.1","21.5","15.1","4.9","1.9","0.1","0.3",".","",".",".","",".","",".","0.1",".",".","."
"","Dept. Total","1277","3.587","55.2","21.1","15.3","5.1","2.2","0.2","0.3","0.5","",".",".","",".","",".","0.1",".",".","."
