"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910
Indep Rdg & Rsch-4th Yr Med","016","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","003","2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","004","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","005","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"923
Physical Med&Rehab-Marshfld","005","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"RHAB MED
840","Dept. Total","6","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
