"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","",""
"929","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Surgery","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"935
Neurosurgery Clerkship-CSC","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","002","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","004","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","009","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","15","",".",".",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"941","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","Course Total","6","3.571","33.3","33.3","33.3",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"944
Upper Extrem Ortho-Marshfld","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","006","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","009","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","9","3.667","55.6","22.2","22.2",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"949","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"954","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","005","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Periph Vasculr Clrk-CSC/VAH","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"956","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","004","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","006","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","007","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","","","Page 382 of 407",""
