"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"716
Preventn&Mgmt-Hlth Probs II","040","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"717","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"717","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs III","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"719","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"719","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","040","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"719","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","28","4.000","10.7",".",".",".",".",".",".","89.3",".",".",".",".",".",".",".","."
"721
Adv Med-Surgical Nursing","001","","29","3.810","79.3","10.3","6.9",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"735
Hlth-Women Across Lifespan","001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Nursing Assessment of Dev","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"747","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","9","4.000","11.1",".",".",".",".",".",".","77.8","11.1",".",".",".",".",".",".","."
"753
Adv Prac Nurs-Com Mentl Disord","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"771
Instr Process-Nursing Educ","001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","10","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
