"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","",""
"","699","058","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","060","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Hlth Care-Diverse Communities","712","001","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Rsch in Fam Med-Wingra FMC","910","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrk Fam&Comm Med-Native Am","926","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Family Med-St Lukes","930","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","31","4.000","29.0",".",".",".",".",".",".",".",".","71.0",".",".",".",".",".","."
