"","920
003","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
005","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
044","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOL
832","Dept. Total","","65","3.890","78.5","20.0","1.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","32","3.912","84.4","12.5","3.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","29","3.845","69.0","31.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","62","3.883","77.4","21.0","1.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","65","3.890","78.5","20.0","1.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
