"SURGICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","",""
"Surgery Fundamentals","544
001","","78","3.372","30.8","23.1","37.2","7.7","1.3",".",".",".",".",".",".",".",".",".",".","."
"Fundmntls-Anesthesiology I","545
001","","77","3.494","39.0","28.6","26.0","5.2","1.3",".",".",".",".",".",".",".",".",".",".","."
"Fundmntls-Anesthesiology II","546
001","","70","3.271","27.1","17.1","42.9","8.6","4.3",".",".",".",".",".",".",".",".",".",".","."
"Large Animal Surgery","631
001","","70","2.743","8.6","12.9","35.7","10.0","30.0","2.9",".",".",".",".",".",".",".",".",".","."
"Small Animal Surgery Lab","632
001","","70","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Small Animal Anesthesia Lab","634
001","","70","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Veterinary Radiology","638
001","","70","3.000","10.0","21.4","41.4","15.7","10.0","1.4",".",".",".",".",".",".",".",".",".","."
"","642
001","","34","4.000","29.4",".",".",".",".",".",".","70.6",".",".",".",".",".",".",".","."
"","642
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Large Animal Surgery","Course Total","","38","4.000","28.9",".",".",".",".",".",".","71.1",".",".",".",".",".",".",".","."
"Small Orthopedic Surgery","644
001","","24","4.000","45.8",".",".",".",".",".",".","54.2",".",".",".",".",".",".",".","."
"","645
001","","41","4.000","56.1",".",".",".",".",".",".","43.9",".",".",".",".",".",".",".","."
"","645
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Animal Genrl Surgery","Course Total","","46","4.000","54.3",".",".",".",".",".",".","45.7",".",".",".",".",".",".",".","."
"Veterinary Anesthesiology","646
001","","30","4.000","36.7",".",".",".",".",".",".","63.3",".",".",".",".",".",".",".","."
"Radiology Clinics","647
001","","26","4.000","26.9",".",".",".",".",".",".","73.1",".",".",".",".",".",".",".","."
"","675
001","","20","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"","675
004","","39","3.714","33.3",".",".",".",".",".","2.6","64.1",".",".",".",".",".",".",".","."
"","675
010","","30","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","89","3.895","28.1",".",".",".",".",".","1.1","70.8",".",".",".",".",".",".",".","."
"Special Species Health","676
001","","70","3.300","32.9","14.3","37.1","11.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"Vet Dentistry Elective","677
001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","21","3.978","71.4","4.8",".",".",".",".",".","23.8",".",".",".",".",".",".",".","."
"Clinical Ophthalm Rotation","741
001","","35","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Adv Anesthlgy/Crit Care Med","743
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Restrnt/Anesth Exotic Anmls","744
001","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Food Animal Surgery","746
001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Dentistry & Oral Surg Rotation","748
001","","20","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Sm Animal Ultrasound Elective","750
001","","23","4.000","91.3",".",".",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"","775
001","","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 404 of 408",""
