"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"916","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care (CSC)","Course Total","","4","***","","","","","","","","","","","","","","","",""
"918
Hlth Informatics-Med Students","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","041","","11","3.875","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","16","3.594","31.3","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","62","3.722","51.6","40.3","8.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","9","3.833","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"930","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","","5","***","","","","","","","","","","","","","","","",""
"941
Allergy Clerkshp-Marshfield","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Clin Electrophys-Milwaukee","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943
Cardiol Consult Serv-CSC","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"950
Cardiol-Clin Clerk-LaCrosse","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
