"","490
026","","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","490
029","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Special Topics in Nursing","Course Total","","24","3.735","62.5","25.0","12.5",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Capstone Practicum for RN's","519
001","","6","3.519","50.0","33.3",".",".","16.7",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"CNP
691","Dept. Total","","88","3.729","61.4","28.4","6.8","1.1","1.1","",".","",".","",".","",".",".","",".","",".","1.1",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","3.600","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","20","3.798","65.0","30.0","5.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","66","3.713","60.6","28.8","6.1","1.5","1.5","",".","",".","",".","",".",".","",".","",".","1.5",".",".","."
"Undergraduates","","","88","3.729","61.4","28.4","6.8","1.1","1.1","",".","",".","",".","",".",".","",".","",".","1.1",".",".","."
"","Dept. Total","","88","3.729","61.4","28.4","6.8","1.1","1.1","",".","",".","",".","",".",".","",".","",".","1.1",".",".","."
