"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","","33","3.803","78.8","9.1","6.1","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Social Policy","206
001","","181","3.659","64.6","20.4","4.4","6.1","1.7",".","1.7","0.6",".",".",".",".",".",".",".","0.6"
"","401
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401
004","","17","3.880","88.2","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","401
006","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
007","","13","3.966","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
008","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
009","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
010","","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
011","","12","3.951","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Pract/Integrat Smr II","Course Total","","92","3.926","90.2","6.5","2.2","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"","001
442","","24","3.771","62.5","29.2","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
442","","24","3.646","33.3","62.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","442
003","","25","3.720","60.0","24.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","442
004","","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prac III: Generalist-Comm&Orgs","Course Total","","93","3.758","59.1","33.3","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alcohol & Other Drug Abuse","453
001","","220","3.374","33.2","32.3","16.4","8.6","5.0","1.8",".","2.3",".",".",".",".",".",".","0.5","."
"Small Groups-Soc Work Pract","454
001","","6","3.750","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","457
001","","90","3.878","82.2","14.4","1.1","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"Child Welfare","462
001","","24","3.333","37.5","41.7","8.3",".","4.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"African American Families","521
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Social Policy","606
001","","31","3.694","54.8","29.0","16.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Wrk with Small Group","624
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","640
001","","26","3.915","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","640
002","","24","3.913","79.2","16.7",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Ethnic and Racial Groups","Course Total","","50","3.914","82.0","16.0",".",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"Social Work and Adolescents","642
001","","23","3.509","21.7","52.2","17.4",".",".",".",".",".",".",".",".",".","4.3","4.3",".","."
"Soc Work & Devel Disabilities","644
001","","67","3.644","55.2","29.9","10.4","1.5","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"Child Abuse and Neglect","646
001","","24","3.717","58.3","29.2","4.2",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Methods-Social Wrk Research","650
001","","74","3.260","20.3","36.5","24.3","12.2","4.1","1.4",".",".",".",".",".",".",".",".",".","1.4"
"Fam Prac-Foster & Kinship Care","656
001","","14","3.655","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","664
001","","23","3.828","78.3","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","666
001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","672
001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","","9","3.957","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","16","3.786","81.3","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
