"","930
015","9","4.000","100.0",".",".",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","930
016","6","3.917","83.3","16.7",".",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","930
017","12","3.958","91.7","8.3",".",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Adv Cardiac Life Supprt (ACLS)","Course Total","38","3.934","86.8","13.2",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","131","3.754","61.8","30.5","6.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","4","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","39","3.724","48.7","43.6","5.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.6"
"Prof Yr 4","","88","3.755","65.9","26.1","8.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","127","3.744","60.6","31.5","7.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.8"
"","Dept. Total","131","3.754","61.8","30.5","6.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.8"
