"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"626
Toxicology II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","192","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","197","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","205","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","206","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","207","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","216","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","219","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","28","3.973","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","28","3.250","10.7","28.6","50.0","3.6",".",".",".",".",".",".",".",".","3.6",".",".","3.6"
"812","082","","27","3.278","18.5","22.2","55.6","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","26","3.250","11.5","26.9","61.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","83","3.255","13.3","25.3","54.2","3.6",".",".",".",".",".",".",".",".","1.2",".",".","2.4"
"901
MSTP Intro-Clinical Medicine","036","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"903
MSTP Clin Clrkshp-Grad School","083","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics I-Chronic Disease","Course Total","","25","",".",".",".",".",".",".",".","96.0",".",".",".",".",".",".","4.0","."
"915","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","006","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","007","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","008","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","009","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics II-Acute Diseases","Course Total","","41","",".",".",".",".",".",".",".","97.6",".",".",".",".",".",".","2.4","."
