"","937
033","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","937
043","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","937
044","10","3.900","80.0","20.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Extramural Elect-Intl Health","Course Total","15","3.927","86.7","13.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","271","3.687","55.4","29.2","14.4","0.7","0.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","128","3.638","42.2","42.2","14.1","1.6",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","141","3.740","66.7","17.7","14.9",".","0.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","271","3.687","55.4","29.2","14.4","0.7","0.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","271","3.687","55.4","29.2","14.4","0.7","0.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
