"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Foundations of PT Intervention","534
001","39","3.500","7.7","84.6","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
002","21","4.000","95.2",".",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","Course Total","40","4.000","97.5",".",".",".",".",".",".","2.5",".",".",".",".",".",".",".","."
"","541
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
002","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues IV","Course Total","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","39","3.423","10.3","69.2","17.9",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"Adults-Motor Cont Dysfunctn","636
001","40","3.525","7.5","90.0","2.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","39","3.949","89.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Medicine II","665
001","39","3.487","10.3","76.9","12.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musc-skel Assessmt/Treatmt","677
001","40","3.538","20.0","67.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"PHY THER
745","Dept. Total","355","3.569","27.0","44.2","5.9",".","0.3",".",".","0.3",".","22.3",".",".",".",".",".","."
