"Rehabilitatn Med Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","923
003","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","923
006","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Physical Med&Rehab-Marshfld","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","Dept. Total","","6","3.750","50.0","50.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","3.700","40.0","60.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","5","3.700","40.0","60.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","6","3.750","50.0","50.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
