"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","",""
"699","090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Neurology","Course Total","3","***","","","","","","","","","","","","","","","",""
"923","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Neurol-Outpt Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","",""
